KTN,55.354,-131.706
KTS,65.3333,-166.483
KUK,60.8953,-162.517
KVC,55.0667,-162.317
KVL,67.7333,-164.667
KWK,59.9077,-163.026
KWN,59.7511,-161.908
KWP,57.7696,-153.554
KWT,60.8,-161.45
KXA,55.5,-132.5
KYK,57.5645,-154.454
KYU,64.9,-157.7
KZB,57.55,-153.75
LAN,42.7728,-84.5888
LAR,37.8527,-76.517
LAS,36.0806,-115.143
LAW,34.573,-98.4135
LAX,33.9456,-118.391
LBB,33.6566,-101.821
LBE,40.2728,-79.4056
LBF,41.1333,-100.705
LBL,37.0446,-100.952
LCH,30.1235,-93.2198
LCK,39.8176,-82.936
LEB,43.6249,-72.3087
LEX,38.0384,-84.5989
LFT,30.2084,-91.9935
LGA,40.7731,-73.8756
LGB,33.8186,-118.144
LIH,21.9782,-159.351
LIT,34.7278,-92.219
LKE,47.6333,-122.333
LMA,63.8825,-152.313
LMT,42.1638,-121.745
LNK,40.8461,-96.7543
LNY,20.7909,-156.951
LOU,38.2228,-85.6669
LPS,48.4855,-122.936
LRD,27.5431,-99.4555
LSE,43.8751,-91.2638
LUF,33.5355,-112.372
LUP,21.2077,-156.976
LUR,68.8482,-166.118
LWB,37.8571,-80.4044
LWS,46.3776,-117.011
LWT,47.0552,-109.46
LYH,37.3309,-79.1944
MAF,31.9361,-102.208
MAZ,18.2531,-67.1489
MBL,44.2757,-86.2558
MBS,43.5311,-84.0933
MCE,37.2892,-120.515
MCG,62.9536,-155.603
MCI,39.2992,-94.7171
MCK,40.2071,-100.599
MCN,32.7023,-83.65
MCO,28.4418,-81.3115
MCW,43.153,-93.3361
MDT,40.1962,-76.7564
MDW,41.7875,-87.7416
MEI,32.3334,-88.7449
MEM,35.047,-89.9823
MFE,26.1813,-98.2404
MFR,42.3691,-122.874
MGM,32.3049,-86.3909
MGW,39.6411,-79.9241
MHK,39.1368,-96.6699
MHR,38.5646,-121.297
MHT,42.9293,-71.4386
MIA,25.7953,-80.2727
MKC,39.1197,-94.5906
MKE,42.9471,-87.9051
MKG,43.1646,-86.2367
MKK,21.1557,-157.094
MLB,28.0957,-80.6282
MLI,41.4539,-90.5058
MLL,61.8833,-162.067
MLU,32.5099,-92.044
MLY,64.9812,-150.637
MMH,37.6288,-118.844
MNT,65.1987,-149.53
MOB,30.6775,-88.243
MOD,37.6319,-120.959
MOT,48.2554,-101.291
MOU,62.0833,-163.733
MQT,46.3501,-87.3871
MRY,36.5872,-121.851
MSL,34.7439,-87.6185
MSN,43.1351,-89.3465
MSO,46.9192,-114.084
MSP,44.8793,-93.1987
MSS,44.9326,-74.8535
MSY,29.983,-90.2569
MTJ,38.5003,-107.899
MTM,55.1333,-131.583
MUE,19.9983,-155.675
MVY,41.3895,-70.6112
MWA,37.7467,-89.0104
MYL,44.8968,-116.096
MYR,33.6821,-78.9228
MYU,60.3906,-166.191
NCN,60.0784,-148.017
NIB,45.9837,-108.028
NIP,30.2342,-81.6753
NIU,21.3358,-157.919
NKI,55.8556,-133.183
NLG,56.0167,-161.15
NME,60.4723,-164.699
NNL,59.9717,-154.847
NUI,70.2167,-150.917
NUL,64.7134,-158.077
NUP,60.897,-162.453
NYA,44.7718,-93.9263
